ObjectID,Title,Artist,Date,Culture,Source,CopyrightStatus,Classification,ImageURL
"safe-chinese-76243","Wine Ewer and Warming Bowl","China","Northern Song dynasty (960–1127)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vessel for serving drinks","https://www.artic.edu/iiif/2/892aec78-0a88-b347-4884-5527d7c57817/full/843,/0/default.jpg"
"safe-chinese-21503","Bowl with Peonies","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/967249e2-9f6f-0e15-8edc-9e534c159531/full/843,/0/default.jpg"
"safe-chinese-159683","Covered Tripod Incense Burner (Censer) with Foliate Scrolls and Leafy Tendrils","China","Northern Song dynasty (960–1127)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/0d3a48e0-7980-ed19-6c22-02328493e131/full/843,/0/default.jpg"
"safe-chinese-53517","Bean-Shaped Pillow with Peony Scrolls","China","Northern Song dynasty, (960–1127), early 12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/ab82d009-4382-e6a8-6cc8-2812677e3a29/full/843,/0/default.jpg"
"safe-chinese-130087","Bowl with Foliate Rim and White Ribs","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/9f72bcf1-758b-af9e-0e65-430998a70c31/full/843,/0/default.jpg"
"safe-chinese-12284","Cloud-Shaped Pillow with Peony Scroll","China","Northern Song dynasty (960–1127), late 10th/early 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/eba33400-22e2-1511-4d12-365adbddd5a3/full/843,/0/default.jpg"
"safe-chinese-12359","Shallow Dish with Peony Sprays","China","Northern Song dynasty, (960–1127), 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/995a614d-b05a-5e6c-5197-977512f07b5d/full/843,/0/default.jpg"
"safe-chinese-58904","Covered Bottle-Vase (Meiping) with Children among Blossoming Vine","China, probably Jingdezhen, Jiangxi province","Northern Song dynasty (960–1127), 12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vase","https://www.artic.edu/iiif/2/65be7c65-5100-b725-1343-7a06d4115b74/full/843,/0/default.jpg"
"safe-chinese-42806","Bottle Vase (Meiping) with Stylized Spirals","China; Jiangxi province","Song dynasty (960–1279), 12th/13th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vase","https://www.artic.edu/iiif/2/36434cee-6efe-0839-1e57-0001394fc8b5/full/843,/0/default.jpg"
"safe-chinese-21697","Covered Box with Lotus-Shaped Compartments","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ceramics","https://www.artic.edu/iiif/2/a5fea758-fcfb-1be9-80dd-077a8298d1c8/full/843,/0/default.jpg"
"safe-chinese-89655","Bell Inscribed with the Heart Sutra","China","Northern Song dynasty (960–1127) or later","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/c5be3172-6ad0-8960-4756-83abbfcba219/full/843,/0/default.jpg"
"safe-chinese-130721","Bowl with Mandarin Ducks in a Lotus Pond","China","Northern Song dynasty, (960–1127), 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/01793bf8-924a-c38a-33d8-c8fa043a656a/full/843,/0/default.jpg"
"safe-chinese-193051","Compressed Spherical Bowl (""Alms Bowl"")","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vessel","https://www.artic.edu/iiif/2/c1c11f3f-c21c-7ce2-746a-a69f0881c540/full/843,/0/default.jpg"
"safe-chinese-21511","Conical Bowl","China","Northern Song dynasty (960–1127), early 12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/38ace8c0-a371-8cc9-39fd-3f37be2f6d1a/full/843,/0/default.jpg"
"safe-chinese-53520","Vase with Lizard","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vase","https://www.artic.edu/iiif/2/0d7d5269-a862-d336-7a19-d9085edd4e93/full/843,/0/default.jpg"
"safe-chinese-193018","Fluted Bowl","China","Southern Song dynasty (1127–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/b6e81eb3-0ea6-93e2-9ddb-31b5a65c5367/full/843,/0/default.jpg"
"safe-chinese-193049","Bracket-Lobed Dish","China","Southern Song dynasty (1127–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/dbb5e3fc-6e39-a951-76ab-f9c910c67300/full/843,/0/default.jpg"
"safe-chinese-21698","Foliate Bowl with Stylized Poeny Spray","China","Northern Song dynasty (960–1127), 12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/cd3f0326-f11f-a3c3-aaf5-ac2f7582d694/full/843,/0/default.jpg"
"safe-chinese-21604","Jar","China","Song dynasty (960–1279), 13th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/eca7c2d8-3e3f-520c-3da0-08a284883d1c/full/843,/0/default.jpg"
"safe-chinese-21481","Incense Burner with Animal Handles","China","Northern Song dynasty (960–1127), 11th –12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/c85c1983-7400-34b7-0d28-24b66c0a1b9f/full/843,/0/default.jpg"
"safe-chinese-83152","Cup","China","Northern Song dynasty (960–1127)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/c386258c-f278-03c3-6a01-79a3d588e5a8/full/843,/0/default.jpg"
"safe-chinese-24060","Circular Shard","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ceramics","https://www.artic.edu/iiif/2/dfba8333-c265-519f-cc57-f2a8e6e7da19/full/843,/0/default.jpg"
"safe-chinese-53532","Lotus Petal Bowl","China","Southern Song dynasty (1127–1279), 13th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/8465c094-5126-1629-0cce-6451e767985c/full/843,/0/default.jpg"
"safe-chinese-21678","Foliate Bowl with Stylized Peony Spray","China","Northern Song dynasty (960–1127), 12th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/8b687509-2df3-6b1e-5487-f437fa02a1b5/full/843,/0/default.jpg"
"safe-chinese-12305","Bowl with Mandarin Ducks among Leaves and Cattails","China","Northern Song dynasty, (960–1127), 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/c31dfd41-9ee3-4c41-277b-c343ca8be7d3/full/843,/0/default.jpg"
"safe-chinese-104483","Cloud-Shaped Pillow","China","Northern Song dynasty (960–1127), 
late 10th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/8e52420d-fb00-d5bf-fbab-bc285dc7c0e0/full/843,/0/default.jpg"
"safe-chinese-21521","Lobed Dish with Lotus Sprays and Curled Feather-Like Leaves","China","Northern Song dynasty (960–1127), 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/2e3db600-c634-b72b-d8c7-54f610fbe477/full/843,/0/default.jpg"
"safe-chinese-73230","Covered Bowl with Peony Scroll","China","Northern Song dynasty (960–1127), 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/9b8999e7-8bc6-621d-6bea-cfc72383f629/full/843,/0/default.jpg"
"safe-chinese-50025","Bowl with Three Boys amid Peony Scrolls","China","Song dynasty (960–1279)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/092ddce8-f54e-1a2f-d10b-facea9b335e7/full/843,/0/default.jpg"
"safe-chinese-22195","Spouted Ewer","China","Early Northern Song dynasty (960–1127)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/4408c44e-c703-842c-06a1-9b340aae17a6/full/843,/0/default.jpg"
"safe-chinese-22200","Stem Cup with Florets","China","Tang dynasty (618–906)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/e90b039d-760b-15bc-4d70-873ac58d551b/full/843,/0/default.jpg"
"safe-chinese-35376","Equestrienne","China","Tang dynasty (618–907), mid-8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/f18f7064-fb9a-7074-1f1c-f8009eecaec7/full/843,/0/default.jpg"
"safe-chinese-86380","Buddha","China","Tang dynasty (A.D. 618–907), c. 725/50","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stone","https://www.artic.edu/iiif/2/598c063a-8071-e4d5-675e-111961495738/full/843,/0/default.jpg"
"safe-chinese-4453","Bodhisattva","China","Tang dynasty (618–906), c. 725/50","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stone","https://www.artic.edu/iiif/2/1b0942c6-8316-4ca7-f0fe-aceab478848e/full/843,/0/default.jpg"
"safe-chinese-11690","Maitreya Buddha","Shaanxi or Henan provinces, China","Tang dynasty (618–906), dated 705","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stone","https://www.artic.edu/iiif/2/18fd2c70-eff4-33ca-b1d8-576757e6af4e/full/843,/0/default.jpg"
"safe-chinese-32945","Amphora with Three Dragon-Shaped Handles","China","Tang dynasty (618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ceramics","https://www.artic.edu/iiif/2/5df8c7ff-30ba-94ca-7945-88d9cbe4032f/full/843,/0/default.jpg"
"safe-chinese-21644","Covered Box with Peony Blossom","China","Tang dynasty (618–907), 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/76fda015-8eb3-9039-7abd-d64a988e6b65/full/843,/0/default.jpg"
"safe-chinese-12236","Tripod Dish with Flying Goose, Stylized Flowers and Vines","China","Tang dynasty (618–907)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","dish (vessel)","https://www.artic.edu/iiif/2/6c86e7a3-6e15-86df-f2bd-170712a05e08/full/843,/0/default.jpg"
"safe-chinese-73254","Buddhist Water Sprinkler (Kundika)","China","Tang dynasty (618–907), 7th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/7e14f803-6b47-a882-567e-7fbff70e601d/full/843,/0/default.jpg"
"safe-chinese-22212","Ring-Handled Cup","China","Tang dynasty (618–906)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/924d6a87-0197-fc9e-ebc1-845f82d79826/full/843,/0/default.jpg"
"safe-chinese-149681","Fragment (Dress Fabric)","China","Tang dynasty (CE 618–906), late 8th/early 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","weaving","https://www.artic.edu/iiif/2/13b2edbf-05dc-a541-af00-6c14408ce6a6/full/843,/0/default.jpg"
"safe-chinese-32532","Camel and Rider","China","Tang dynasty (618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/9a0116bf-125f-cbba-0ef0-06ae5a07d481/full/843,/0/default.jpg"
"safe-chinese-32539","Weight in the Form of Nestled Birds","China","Tang dynasty, 618–907","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/f32b7a12-4cd1-2711-28e1-10078bb58e28/full/843,/0/default.jpg"
"safe-chinese-53544","Stem Cup","China","Tang dynasty (618–907), 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/77cb2b66-205a-fe25-70e6-d509698854d7/full/843,/0/default.jpg"
"safe-chinese-33997","Section of a Buddhist Pagoda","China","Tang dynasty (A.D. 618–907), dated 724","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stone","https://www.artic.edu/iiif/2/6f5fa380-52da-965b-cc60-6baa129a18d6/full/843,/0/default.jpg"
"safe-chinese-99658","Eleven-Headed and Six-Armed Guanyin (Avalokiteshvara) Standing on a Lotus","China","Tang dynasty (618–907), c. 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/d690f001-7925-2666-ed4d-48de63faac14/full/843,/0/default.jpg"
"safe-chinese-28487","Buddha, Standing with Hand in Gesture of Reassurance (Abhaymudra)","China","Tang dynasty, 618–907, 7th/8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/76d59944-2cf7-4515-8a14-8f7fe75d1c81/full/843,/0/default.jpg"
"safe-chinese-86757","Mirror with Images of Purity and Immortality and “Lion and Grapevine” Design","China","Tang dynasty (618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/24c710aa-ad21-56fb-07d7-b8444fc06112/full/843,/0/default.jpg"
"safe-chinese-21772","Spittoon (Zhadou)","China","Tang dynasty (618–907), 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/fdc93349-1dfe-312a-945c-daf6e36a777c/full/843,/0/default.jpg"
"safe-chinese-48991","Armored Guardian","China","Tang dynasty (618–907), late 7th or early 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/dca595d5-1fce-2bfe-99c3-aa8f41657854/full/843,/0/default.jpg"
"safe-chinese-35367","Armored Guardian King (Tianwang) Trampling Demon","China","Tang dynasty (618–907 A.D.), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/95f98220-c9ef-3b7d-0299-e93f03c54c61/full/843,/0/default.jpg"
"safe-chinese-21341","Ovoid Ewer with Flaring, Beak-Shaped Spout, Floral Medallion, and Zipper-like Band with Palmette","China","Tang dynasty (A.D. 618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/d383623c-4c9b-2cc4-4253-8e22d1ce456e/full/843,/0/default.jpg"
"safe-chinese-35364","Civil Official (Wenguan)","China","Tang dynasty (618–906), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/603802a4-122f-7ebe-c2f8-a5c6c4c8e7c5/full/843,/0/default.jpg"
"safe-chinese-86754","Lobed Mirror with Birds, Insects, and Floral Sprays","China","Tang dynasty (618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/d32fb413-3b38-10c1-8eed-c1863aa5bafd/full/843,/0/default.jpg"
"safe-chinese-65922","Ewer with Abstract Swirls and Radiating Strokes","China","Tang dynasty (618–907), 9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/aba329b4-a939-606e-8847-99388c54d79b/full/843,/0/default.jpg"
"safe-chinese-42292","Broad Pear-shaped  Jar with Everted Mouth Rim","China","Tang dynasty (618–906)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/ef4f5f4f-f219-54fd-8266-5cffd29a6de1/full/843,/0/default.jpg"
"safe-chinese-12242","Jar with Floral Medallions","China","Tang dynasty (A.D. 618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/910858de-d03e-8002-8d17-f0a8c9f1ea95/full/843,/0/default.jpg"
"safe-chinese-64461","Horse","China","Tang dynasty, (A.D. 618–907), 1st half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/15824cbc-97c5-d3c5-d3aa-020522914fce/full/843,/0/default.jpg"
"safe-chinese-75946","Broad Pear-Shaped Jar with Concave Lid","China","Tang dynasty (618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/373b1751-c373-b316-5e93-8b92964e8349/full/843,/0/default.jpg"
"safe-chinese-53282","Handled Cup","China","Tang dynasty (618–907), about 675–750","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","drinking vessel","https://www.artic.edu/iiif/2/ce9e1dec-f511-6df3-a7a5-af0296df6c77/full/843,/0/default.jpg"
"safe-chinese-52949","Lobed Mirror with Images of the “Moon Palace”: Hare Pounding Elixir, Toad, and Chang E Holding Peaches of Immortality","China","Tang dynasty (A.D. 618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/6e0ea067-a95d-29bc-b00c-25920fe87ebf/full/843,/0/default.jpg"
"safe-chinese-22210","Stem Bowl with Foliate Medallions","China","Tang dynasty (618–906), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bowl","https://www.artic.edu/iiif/2/21ad8a54-0f30-bcab-a3a2-925ab9d711a2/full/843,/0/default.jpg"
"safe-chinese-21734","Bottle","China","Tang dynasty (A.D. 618–907), 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/dd7896b0-fdbd-18cf-9733-7f53b48af7a1/full/843,/0/default.jpg"
"safe-chinese-42271","Pilgrim Flask","China","Tang dynasty (618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/5de6ef4c-2849-4696-5ae2-0d35aaeb8d15/full/843,/0/default.jpg"
"safe-chinese-103303","Architectural Brick with Ogre Mask","China, from the pagoda at Xiuding Si (Xiuding Temple) at Mount Qingliang, near Anyang, Henan province","Tang dynasty (A.D. 618–907), probably second half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/a51e00b9-4b75-e612-24e6-4aa5ae24da56/full/843,/0/default.jpg"
"safe-chinese-103961","Ovoid Jar","China, probably Henan province","Tang dynasty (618–907), 8th/9th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","stoneware","https://www.artic.edu/iiif/2/a130eb4c-91a0-9ab0-6ddc-7644c70e4f02/full/843,/0/default.jpg"
"safe-chinese-12145","Ovoid Jar with Blossom-Like Spotting","China","Tang dynasty (618–906), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/21e59b40-cadd-d3e1-962f-0e8c391c397e/full/843,/0/default.jpg"
"safe-chinese-35384","Phoenix-Headed Ewer","China","Tang dynasty (618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/4c00e0b4-cbe4-6e35-aa25-d81b20e59738/full/843,/0/default.jpg"
"safe-chinese-35381","Seated Woman Holding Mirror","China","Tang dynasty (A.D. 618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/6c8dcbdd-c3bb-c218-5260-e194e5ae5e65/full/843,/0/default.jpg"
"safe-chinese-105595","Vessel in Form of a Bird","China","Tang dynasty (618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","vessel","https://www.artic.edu/iiif/2/04285ccb-54e4-379f-7316-fa10f7fc1f9f/full/843,/0/default.jpg"
"safe-chinese-33964","Bodhisattva in ""Thrice Bent"" Pose (Tribhanga)","China","Sui or early Tang dynasty, early 7th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","bronze","https://www.artic.edu/iiif/2/613b6b64-7551-fd7c-4ae1-289411a086fd/full/843,/0/default.jpg"
"safe-chinese-49603","Female Musician","China","Tang dynasty (A.D. 618–907), late 7th/early 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/c05e1377-73ae-dbdb-90f1-556ceae664cb/full/843,/0/default.jpg"
"safe-chinese-37729","Seated Girl Holding Mirror","China","Tang dynasty (618–907), first half of 8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","earthenware","https://www.artic.edu/iiif/2/d6c74cd7-b2bc-15f1-f0f6-e0b67cc818c6/full/843,/0/default.jpg"
"safe-chinese-618","""The Arts"" Ewer and Basin","Jules-Paul Brateau
French, 1844-1923
Paris, France","1887/89","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","ewer (vessel)","https://www.artic.edu/iiif/2/f6093dc6-a3c2-f783-f921-a9bb8449c6c6/full/843,/0/default.jpg"
"safe-chinese-71284","Dagger Hilt with Floral Designs","India","18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/3c170505-d76f-f91a-c037-385fd5950e09/full/843,/0/default.jpg"
"safe-chinese-71201","Candlestick (Sham'dan) with Titular Inscription","Iran or Central Asia","Timurid dynasty (1370-1507), 15th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","candleholder - candlestick","https://www.artic.edu/iiif/2/aa5fbd3e-31b0-df23-175a-c43b2d09ca43/full/843,/0/default.jpg"
"safe-chinese-71291","Sword Guard with Floral Design","India","18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/64fee57b-cf47-b678-7c2d-46e08e1e82f6/full/843,/0/default.jpg"
"safe-chinese-71296","Knife Hilt with Horse-Head Pommel","India","18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/57aab9b5-4ddc-d434-cdd4-994ba40c31eb/full/843,/0/default.jpg"
"safe-chinese-34286","Mirror Frame with Tree of Life Motif","India","Mughal dynasty (1526-1857), 17th/18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","mirror","https://www.artic.edu/iiif/2/fab54305-2a73-37ef-8591-33384cb325b9/full/843,/0/default.jpg"
"safe-chinese-86881","Covered Potiche","India","18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/83773207-e7a8-e6a2-c780-875bc58ab626/full/843,/0/default.jpg"
"safe-chinese-71015","Plaque with Openwork Phoenix","China","Five Dynasties period (907–960) / Yuan dynasty (1271–1368), 10th/14th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","jade","https://www.artic.edu/iiif/2/8764602a-b74d-60d9-20fb-7f112b97efd3/full/843,/0/default.jpg"
"safe-chinese-88724","Head of a Luohan","China","Northern Song, Liao, or Jin dynasty, c. 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/214ac436-6535-8de0-b77d-c2e5406df956/full/843,/0/default.jpg"
"safe-chinese-111380","Seated Bodhisattva","Japan","8th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","wood","https://www.artic.edu/iiif/2/1d30ac4e-c91c-d91d-705f-acdce9e6efb4/full/843,/0/default.jpg"
"safe-chinese-36691","Covered Box with Butterflies, Gourds, and Scrolling Vines","China","Qing dynasty (1644–1911), Yongzheng (1723–35) or early Qianlong period (1736–95), 18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/2a3a155b-68aa-b062-962f-5204580d006d/full/843,/0/default.jpg"
"safe-chinese-47961","Head of Luohan","China","Northern Song, Liao, or Jin dynasty, c. 11th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/56af1dd7-fbbe-5198-f2e5-d92c397b6e22/full/843,/0/default.jpg"
"safe-chinese-12981","Covered Box","China","Ming dynasty (1368–1644), Jiajing reign mark and period (1522–1567)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquerware","https://www.artic.edu/iiif/2/d802ad5d-9cc9-688b-930c-e9082db1665c/full/843,/0/default.jpg"
"safe-chinese-796","Atsuita karaori (Noh Costume)","Japan","late Edo period (1789–1868), 1801/25","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","textile","https://www.artic.edu/iiif/2/2c7b5171-f708-0832-bb41-03f4c8f06b3d/full/843,/0/default.jpg"
"safe-chinese-36695","Pen Box (Qalamdan)","Iran","Qajar dynasty (1796–1925), 19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/a44beeb6-aa44-7454-c511-8c0a0eea7e9b/full/843,/0/default.jpg"
"safe-chinese-57791","Inro Case Depicting the Seven Sages of the Bamboo Grove","Chikanao
Japanese","18th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/1c7e5c6e-e079-3aa5-02f4-8e6d4ca3ef07/full/843,/0/default.jpg"
"safe-chinese-147050","Cinnabar Lacquer 'Scholar in Landscape' Box and Cover","China","Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/71cb6a8d-5765-8510-28d4-f3d20eed5208/full/843,/0/default.jpg"
"safe-chinese-88275","Inro Case","Artist(s) unknown
Japanese","Edo period (1615–1868)","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/5047775d-44fd-d07b-5aec-d9b1d540bf42/full/843,/0/default.jpg"
"safe-chinese-30971","Pen Box with Hunting Scenes","Iran","Qajar dynasty (1796–1925), 19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/9fece0c3-cbbd-27a6-a8e9-fd1a3e3d1b26/full/843,/0/default.jpg"
"safe-chinese-48619","Inro Case","Somada Mitsumine 
Japanese, dates unknown","early 19th century","Traditional Chinese","Art Institute of Chicago (Traditional Chinese)","Public Domain","lacquer","https://www.artic.edu/iiif/2/81038cfa-1f4f-f80b-2093-acb82b17045e/full/843,/0/default.jpg"
